citizen,country,time,TOTAL,TOTAL_POS
BD,SE,2016Q4,65.0,5.0
BD,SE,2017Q1,30.0,5.0
BD,SE,2017Q2,40.0,5.0
BD,SE,2017Q3,35.0,5.0
BD,SE,2017Q4,45.0,5.0
BD,SI,2008Q1,0.0,0.0
BD,SI,2008Q2,0.0,0.0
BD,SI,2008Q3,0.0,0.0
BD,SI,2008Q4,0.0,0.0
BD,SI,2009Q1,0.0,0.0
BD,SI,2009Q2,0.0,0.0
BD,SI,2009Q3,0.0,0.0
BD,SI,2009Q4,0.0,0.0
BD,SI,2010Q1,0.0,0.0
BD,SI,2010Q2,0.0,0.0
BD,SI,2010Q3,0.0,0.0
BD,SI,2010Q4,0.0,0.0
BD,SI,2011Q1,0.0,0.0
BD,SI,2011Q2,0.0,0.0
BD,SI,2011Q3,0.0,0.0
BD,SI,2011Q4,0.0,0.0
BD,SI,2012Q1,0.0,0.0
BD,SI,2012Q2,0.0,0.0
BD,SI,2012Q3,0.0,0.0
BD,SI,2012Q4,0.0,0.0
BD,SI,2013Q1,0.0,0.0
BD,SI,2013Q2,0.0,0.0
BD,SI,2013Q3,0.0,0.0
BD,SI,2013Q4,0.0,0.0
BD,SI,2014Q1,0.0,0.0
BD,SI,2014Q2,0.0,0.0
BD,SI,2014Q3,0.0,0.0
BD,SI,2014Q4,0.0,0.0
BD,SI,2015Q1,0.0,0.0
BD,SI,2015Q2,0.0,0.0
BD,SI,2015Q3,0.0,0.0
BD,SI,2015Q4,0.0,0.0
BD,SI,2016Q1,0.0,0.0
BD,SI,2016Q2,0.0,0.0
BD,SI,2016Q3,0.0,0.0
BD,SI,2016Q4,0.0,0.0
BD,SI,2017Q1,0.0,0.0
BD,SI,2017Q2,0.0,0.0
BD,SI,2017Q3,0.0,0.0
BD,SI,2017Q4,0.0,0.0
BD,SK,2008Q1,0.0,0.0
BD,SK,2008Q2,5.0,0.0
BD,SK,2008Q3,10.0,0.0
BD,SK,2008Q4,0.0,0.0
BD,SK,2009Q1,0.0,0.0
BD,SK,2009Q2,5.0,5.0
BD,SK,2009Q3,0.0,0.0
BD,SK,2009Q4,0.0,0.0
BD,SK,2010Q1,0.0,0.0
BD,SK,2010Q2,0.0,0.0
BD,SK,2010Q3,5.0,0.0
BD,SK,2010Q4,0.0,0.0
BD,SK,2011Q1,0.0,0.0
BD,SK,2011Q2,0.0,0.0
BD,SK,2011Q3,0.0,0.0
BD,SK,2011Q4,0.0,0.0
BD,SK,2012Q1,0.0,0.0
BD,SK,2012Q2,0.0,0.0
BD,SK,2012Q3,0.0,0.0
BD,SK,2012Q4,0.0,0.0
BD,SK,2013Q1,0.0,0.0
BD,SK,2013Q2,0.0,0.0
BD,SK,2013Q3,0.0,0.0
BD,SK,2013Q4,0.0,0.0
BD,SK,2014Q1,0.0,0.0
BD,SK,2014Q2,0.0,0.0
BD,SK,2014Q3,0.0,0.0
BD,SK,2014Q4,0.0,0.0
BD,SK,2015Q1,5.0,0.0
BD,SK,2015Q2,0.0,0.0
BD,SK,2015Q3,5.0,0.0
BD,SK,2015Q4,0.0,0.0
BD,SK,2016Q1,0.0,0.0
BD,SK,2016Q2,0.0,0.0
BD,SK,2016Q3,0.0,0.0
BD,SK,2016Q4,0.0,0.0
BD,SK,2017Q1,0.0,0.0
BD,SK,2017Q2,0.0,0.0
BD,SK,2017Q3,0.0,0.0
BD,SK,2017Q4,,
BD,TOTAL,2008Q1,,
BD,TOTAL,2008Q2,,
BD,TOTAL,2008Q3,,
BD,TOTAL,2008Q4,,
BD,TOTAL,2009Q1,,
BD,TOTAL,2009Q2,,
BD,TOTAL,2009Q3,,
BD,TOTAL,2009Q4,,
BD,TOTAL,2010Q1,,
BD,TOTAL,2010Q2,,
BD,TOTAL,2010Q3,,
BD,TOTAL,2010Q4,,
BD,TOTAL,2011Q1,1220.0,50.0
BD,TOTAL,2011Q2,1770.0,30.0
BD,TOTAL,2011Q3,1870.0,65.0
BD,TOTAL,2011Q4,2200.0,65.0
BD,TOTAL,2012Q1,2130.0,105.0
BD,TOTAL,2012Q2,2320.0,85.0
BD,TOTAL,2012Q3,1740.0,80.0
BD,TOTAL,2012Q4,2960.0,960.0
BD,TOTAL,2013Q1,1940.0,160.0
BD,TOTAL,2013Q2,2175.0,155.0
BD,TOTAL,2013Q3,2130.0,145.0
BD,TOTAL,2013Q4,2085.0,140.0
BD,TOTAL,2014Q1,2070.0,165.0
BD,TOTAL,2014Q2,1810.0,190.0
BD,TOTAL,2014Q3,1590.0,175.0
BD,TOTAL,2014Q4,2105.0,255.0
BD,TOTAL,2015Q1,2290.0,325.0
BD,TOTAL,2015Q2,2310.0,320.0
BD,TOTAL,2015Q3,2845.0,510.0
BD,TOTAL,2015Q4,3805.0,625.0
BD,TOTAL,2016Q1,3585.0,525.0
BD,TOTAL,2016Q2,3595.0,530.0
BD,TOTAL,2016Q3,3275.0,525.0
BD,TOTAL,2016Q4,3625.0,790.0
BD,TOTAL,2017Q1,3510.0,635.0
BD,TOTAL,2017Q2,4420.0,740.0
BD,TOTAL,2017Q3,3835.0,680.0
BD,TOTAL,2017Q4,,
BD,UK,2008Q1,110.0,30.0
BD,UK,2008Q2,105.0,30.0
BD,UK,2008Q3,105.0,20.0
BD,UK,2008Q4,75.0,20.0
BD,UK,2009Q1,75.0,15.0
BD,UK,2009Q2,60.0,5.0
BD,UK,2009Q3,105.0,5.0
BD,UK,2009Q4,135.0,20.0
BD,UK,2010Q1,110.0,20.0
BD,UK,2010Q2,145.0,20.0
BD,UK,2010Q3,105.0,15.0
BD,UK,2010Q4,100.0,5.0
BD,UK,2011Q1,110.0,10.0
BD,UK,2011Q2,110.0,5.0
BD,UK,2011Q3,135.0,15.0
BD,UK,2011Q4,125.0,10.0
BD,UK,2012Q1,180.0,15.0
BD,UK,2012Q2,230.0,15.0
BD,UK,2012Q3,180.0,10.0
BD,UK,2012Q4,205.0,10.0
BD,UK,2013Q1,210.0,15.0
BD,UK,2013Q2,270.0,10.0
BD,UK,2013Q3,235.0,20.0
BD,UK,2013Q4,120.0,10.0
BD,UK,2014Q1,130.0,15.0
BD,UK,2014Q2,155.0,5.0
BD,UK,2014Q3,185.0,25.0
BD,UK,2014Q4,230.0,30.0
BD,UK,2015Q1,370.0,45.0
BD,UK,2015Q2,200.0,25.0
BD,UK,2015Q3,205.0,20.0
BD,UK,2015Q4,235.0,25.0
BD,UK,2016Q1,315.0,20.0
BD,UK,2016Q2,350.0,15.0
BD,UK,2016Q3,395.0,30.0
BD,UK,2016Q4,345.0,15.0
BD,UK,2017Q1,385.0,15.0
BD,UK,2017Q2,315.0,10.0
BD,UK,2017Q3,420.0,20.0
BD,UK,2017Q4,,
ER,AT,2008Q1,5.0,0.0
ER,AT,2008Q2,5.0,5.0
ER,AT,2008Q3,0.0,0.0
ER,AT,2008Q4,5.0,0.0
ER,AT,2009Q1,5.0,0.0
ER,AT,2009Q2,10.0,10.0
ER,AT,2009Q3,0.0,0.0
ER,AT,2009Q4,5.0,0.0
ER,AT,2010Q1,5.0,5.0
ER,AT,2010Q2,5.0,0.0
ER,AT,2010Q3,5.0,0.0
ER,AT,2010Q4,0.0,0.0
ER,AT,2011Q1,0.0,0.0
ER,AT,2011Q2,5.0,5.0
ER,AT,2011Q3,5.0,5.0
ER,AT,2011Q4,5.0,5.0
ER,AT,2012Q1,5.0,0.0
ER,AT,2012Q2,5.0,0.0
ER,AT,2012Q3,5.0,0.0
ER,AT,2012Q4,0.0,0.0
ER,AT,2013Q1,5.0,5.0
ER,AT,2013Q2,5.0,5.0
ER,AT,2013Q3,5.0,5.0
ER,AT,2013Q4,10.0,10.0
ER,AT,2014Q1,0.0,0.0
ER,AT,2014Q2,5.0,0.0
ER,AT,2014Q3,5.0,5.0
ER,AT,2014Q4,10.0,10.0
ER,AT,2015Q1,15.0,15.0
ER,AT,2015Q2,10.0,10.0
ER,AT,2015Q3,15.0,15.0
ER,AT,2015Q4,0.0,0.0
ER,AT,2016Q1,20.0,20.0
ER,AT,2016Q2,5.0,0.0
ER,AT,2016Q3,5.0,0.0
ER,AT,2016Q4,20.0,15.0
ER,AT,2017Q1,20.0,15.0
ER,AT,2017Q2,25.0,25.0
ER,AT,2017Q3,20.0,15.0
ER,AT,2017Q4,30.0,20.0
ER,BE,2008Q1,5.0,5.0
ER,BE,2008Q2,5.0,5.0
ER,BE,2008Q3,20.0,10.0
ER,BE,2008Q4,5.0,5.0
ER,BE,2009Q1,5.0,5.0
ER,BE,2009Q2,10.0,5.0
ER,BE,2009Q3,10.0,5.0
ER,BE,2009Q4,20.0,15.0
ER,BE,2010Q1,15.0,10.0
ER,BE,2010Q2,5.0,5.0
ER,BE,2010Q3,20.0,15.0
ER,BE,2010Q4,10.0,5.0
ER,BE,2011Q1,5.0,5.0
ER,BE,2011Q2,15.0,10.0
ER,BE,2011Q3,35.0,30.0
ER,BE,2011Q4,15.0,5.0
ER,BE,2012Q1,10.0,5.0
ER,BE,2012Q2,5.0,0.0
ER,BE,2012Q3,0.0,0.0
ER,BE,2012Q4,5.0,5.0
ER,BE,2013Q1,15.0,10.0
ER,BE,2013Q2,5.0,0.0
ER,BE,2013Q3,5.0,0.0
ER,BE,2013Q4,5.0,0.0
ER,BE,2014Q1,30.0,20.0
ER,BE,2014Q2,55.0,45.0
ER,BE,2014Q3,70.0,60.0
ER,BE,2014Q4,105.0,85.0
ER,BE,2015Q1,135.0,125.0
ER,BE,2015Q2,135.0,115.0
ER,BE,2015Q3,175.0,155.0
ER,BE,2015Q4,270.0,255.0
ER,BE,2016Q1,150.0,125.0
ER,BE,2016Q2,75.0,65.0
ER,BE,2016Q3,50.0,40.0
ER,BE,2016Q4,50.0,40.0
ER,BE,2017Q1,90.0,80.0
ER,BE,2017Q2,135.0,115.0
ER,BE,2017Q3,90.0,75.0
ER,BE,2017Q4,,
ER,BG,2008Q1,0.0,0.0
ER,BG,2008Q2,0.0,0.0
ER,BG,2008Q3,0.0,0.0
ER,BG,2008Q4,0.0,0.0
ER,BG,2009Q1,0.0,0.0
ER,BG,2009Q2,0.0,0.0
ER,BG,2009Q3,0.0,0.0
ER,BG,2009Q4,0.0,0.0
ER,BG,2010Q1,0.0,0.0
ER,BG,2010Q2,0.0,0.0
ER,BG,2010Q3,0.0,0.0
ER,BG,2010Q4,0.0,0.0
ER,BG,2011Q1,0.0,0.0
ER,BG,2011Q2,0.0,0.0
ER,BG,2011Q3,0.0,0.0
ER,BG,2011Q4,0.0,0.0
ER,BG,2012Q1,0.0,0.0
ER,BG,2012Q2,0.0,0.0
ER,BG,2012Q3,0.0,0.0
ER,BG,2012Q4,0.0,0.0
ER,BG,2013Q1,0.0,0.0
ER,BG,2013Q2,0.0,0.0
ER,BG,2013Q3,0.0,0.0
ER,BG,2013Q4,0.0,0.0
ER,BG,2014Q1,5.0,0.0
ER,BG,2014Q2,5.0,5.0
ER,BG,2014Q3,0.0,0.0
ER,BG,2014Q4,0.0,0.0
ER,BG,2015Q1,0.0,0.0
ER,BG,2015Q2,0.0,0.0
ER,BG,2015Q3,0.0,0.0
ER,BG,2015Q4,0.0,0.0
ER,BG,2016Q1,0.0,0.0
ER,BG,2016Q2,0.0,0.0
ER,BG,2016Q3,0.0,0.0
ER,BG,2016Q4,0.0,0.0
ER,BG,2017Q1,0.0,0.0
ER,BG,2017Q2,0.0,0.0
ER,BG,2017Q3,0.0,0.0
ER,BG,2017Q4,0.0,0.0
ER,CH,2008Q1,365.0,320.0
ER,CH,2008Q2,500.0,420.0
ER,CH,2008Q3,415.0,330.0
ER,CH,2008Q4,340.0,285.0
ER,CH,2009Q1,365.0,290.0
ER,CH,2009Q2,550.0,395.0
ER,CH,2009Q3,560.0,420.0
ER,CH,2009Q4,740.0,620.0
ER,CH,2010Q1,1125.0,1045.0
ER,CH,2010Q2,1075.0,900.0
ER,CH,2010Q3,620.0,545.0
ER,CH,2010Q4,510.0,440.0
ER,CH,2011Q1,635.0,580.0
ER,CH,2011Q2,615.0,560.0
ER,CH,2011Q3,1190.0,1060.0
ER,CH,2011Q4,815.0,705.0
ER,CH,2012Q1,805.0,705.0
ER,CH,2012Q2,455.0,330.0
ER,CH,2012Q3,300.0,200.0
ER,CH,2012Q4,430.0,305.0
ER,CH,2013Q1,520.0,425.0
ER,CH,2013Q2,775.0,710.0
ER,CH,2013Q3,595.0,525.0
ER,CH,2013Q4,810.0,740.0
ER,CH,2014Q1,1225.0,1155.0
ER,CH,2014Q2,980.0,925.0
ER,CH,2014Q3,690.0,625.0
ER,CH,2014Q4,1200.0,935.0
ER,CH,2015Q1,1530.0,1380.0
ER,CH,2015Q2,1565.0,1485.0
ER,CH,2015Q3,1555.0,1070.0
ER,CH,2015Q4,2055.0,1035.0
ER,CH,2016Q1,1760.0,1580.0
ER,CH,2016Q2,1665.0,1510.0
ER,CH,2016Q3,1480.0,1270.0
ER,CH,2016Q4,1930.0,1415.0
ER,CH,2017Q1,1605.0,1535.0
ER,CH,2017Q2,1445.0,1340.0
ER,CH,2017Q3,1350.0,1285.0
ER,CH,2017Q4,,
ER,CY,2008Q1,0.0,0.0
ER,CY,2008Q2,0.0,0.0
ER,CY,2008Q3,0.0,0.0
ER,CY,2008Q4,0.0,0.0
ER,CY,2009Q1,0.0,0.0
ER,CY,2009Q2,0.0,0.0
ER,CY,2009Q3,0.0,0.0
ER,CY,2009Q4,0.0,0.0
ER,CY,2010Q1,0.0,0.0
ER,CY,2010Q2,0.0,0.0
ER,CY,2010Q3,0.0,0.0
ER,CY,2010Q4,0.0,0.0
ER,CY,2011Q1,0.0,0.0
ER,CY,2011Q2,0.0,0.0
ER,CY,2011Q3,0.0,0.0
ER,CY,2011Q4,0.0,0.0
ER,CY,2012Q1,0.0,0.0
ER,CY,2012Q2,0.0,0.0
ER,CY,2012Q3,0.0,0.0
ER,CY,2012Q4,0.0,0.0
ER,CY,2013Q1,0.0,0.0
ER,CY,2013Q2,0.0,0.0
ER,CY,2013Q3,0.0,0.0
ER,CY,2013Q4,0.0,0.0
ER,CY,2014Q1,0.0,0.0
ER,CY,2014Q2,0.0,0.0
ER,CY,2014Q3,0.0,0.0
ER,CY,2014Q4,0.0,0.0
ER,CY,2015Q1,0.0,0.0
ER,CY,2015Q2,0.0,0.0
ER,CY,2015Q3,0.0,0.0
ER,CY,2015Q4,0.0,0.0
ER,CY,2016Q1,5.0,5.0
ER,CY,2016Q2,0.0,0.0
ER,CY,2016Q3,0.0,0.0
ER,CY,2016Q4,0.0,0.0
ER,CY,2017Q1,5.0,5.0
ER,CY,2017Q2,30.0,30.0
ER,CY,2017Q3,0.0,0.0
ER,CY,2017Q4,,
ER,CZ,2008Q1,0.0,0.0
ER,CZ,2008Q2,0.0,0.0
ER,CZ,2008Q3,0.0,0.0
ER,CZ,2008Q4,0.0,0.0
ER,CZ,2009Q1,0.0,0.0
ER,CZ,2009Q2,0.0,0.0
ER,CZ,2009Q3,0.0,0.0
ER,CZ,2009Q4,0.0,0.0
ER,CZ,2010Q1,0.0,0.0
ER,CZ,2010Q2,0.0,0.0
ER,CZ,2010Q3,0.0,0.0
ER,CZ,2010Q4,0.0,0.0
ER,CZ,2011Q1,0.0,0.0
ER,CZ,2011Q2,0.0,0.0
ER,CZ,2011Q3,0.0,0.0
ER,CZ,2011Q4,0.0,0.0
ER,CZ,2012Q1,10.0,10.0
ER,CZ,2012Q2,0.0,0.0
ER,CZ,2012Q3,0.0,0.0
ER,CZ,2012Q4,0.0,0.0
ER,CZ,2013Q1,0.0,0.0
ER,CZ,2013Q2,0.0,0.0
ER,CZ,2013Q3,0.0,0.0
ER,CZ,2013Q4,0.0,0.0
ER,CZ,2014Q1,0.0,0.0
ER,CZ,2014Q2,0.0,0.0
ER,CZ,2014Q3,0.0,0.0
ER,CZ,2014Q4,0.0,0.0
ER,CZ,2015Q1,0.0,0.0
ER,CZ,2015Q2,0.0,0.0
ER,CZ,2015Q3,0.0,0.0
ER,CZ,2015Q4,0.0,0.0
ER,CZ,2016Q1,0.0,0.0
ER,CZ,2016Q2,0.0,0.0
ER,CZ,2016Q3,0.0,0.0
ER,CZ,2016Q4,0.0,0.0
ER,CZ,2017Q1,0.0,0.0
ER,CZ,2017Q2,0.0,0.0
ER,CZ,2017Q3,0.0,0.0
ER,CZ,2017Q4,,
ER,DE,2008Q1,65.0,35.0
ER,DE,2008Q2,95.0,65.0
ER,DE,2008Q3,70.0,55.0
ER,DE,2008Q4,60.0,50.0
ER,DE,2009Q1,65.0,45.0
ER,DE,2009Q2,135.0,125.0
ER,DE,2009Q3,95.0,90.0
ER,DE,2009Q4,170.0,165.0
ER,DE,2010Q1,65.0,55.0
ER,DE,2010Q2,110.0,95.0
ER,DE,2010Q3,105.0,90.0
ER,DE,2010Q4,115.0,95.0
ER,DE,2011Q1,95.0,80.0
ER,DE,2011Q2,95.0,70.0
ER,DE,2011Q3,105.0,80.0
ER,DE,2011Q4,90.0,70.0
ER,DE,2012Q1,115.0,90.0
ER,DE,2012Q2,110.0,65.0
ER,DE,2012Q3,95.0,75.0
ER,DE,2012Q4,50.0,25.0
ER,DE,2013Q1,110.0,85.0
ER,DE,2013Q2,120.0,90.0
ER,DE,2013Q3,140.0,120.0
ER,DE,2013Q4,165.0,130.0
ER,DE,2014Q1,265.0,240.0
ER,DE,2014Q2,260.0,215.0
ER,DE,2014Q3,370.0,320.0
ER,DE,2014Q4,260.0,215.0
ER,DE,2015Q1,830.0,760.0
ER,DE,2015Q2,895.0,805.0
ER,DE,2015Q3,1745.0,1700.0
ER,DE,2015Q4,6095.0,6035.0
ER,DE,2016Q1,5745.0,5685.0
ER,DE,2016Q2,4465.0,4380.0
ER,DE,2016Q3,4705.0,4605.0
ER,DE,2016Q4,5920.0,5765.0
ER,DE,2017Q1,5985.0,5620.0
ER,DE,2017Q2,5995.0,5725.0
ER,DE,2017Q3,4180.0,3975.0
ER,DE,2017Q4,1515.0,1275.0
ER,DK,2008Q1,0.0,0.0
ER,DK,2008Q2,0.0,0.0
ER,DK,2008Q3,0.0,0.0
ER,DK,2008Q4,0.0,0.0
ER,DK,2009Q1,0.0,0.0
ER,DK,2009Q2,0.0,0.0
ER,DK,2009Q3,0.0,0.0
ER,DK,2009Q4,0.0,0.0
ER,DK,2010Q1,10.0,5.0
ER,DK,2010Q2,5.0,5.0
ER,DK,2010Q3,5.0,5.0
ER,DK,2010Q4,5.0,0.0
ER,DK,2011Q1,0.0,0.0
ER,DK,2011Q2,0.0,0.0
ER,DK,2011Q3,5.0,0.0
ER,DK,2011Q4,5.0,5.0
ER,DK,2012Q1,5.0,0.0
ER,DK,2012Q2,0.0,0.0
ER,DK,2012Q3,5.0,5.0
ER,DK,2012Q4,5.0,0.0
ER,DK,2013Q1,20.0,10.0
ER,DK,2013Q2,15.0,15.0
ER,DK,2013Q3,15.0,10.0
ER,DK,2013Q4,35.0,20.0
ER,DK,2014Q1,20.0,20.0
ER,DK,2014Q2,60.0,55.0
ER,DK,2014Q3,120.0,115.0
ER,DK,2014Q4,20.0,15.0
ER,DK,2015Q1,835.0,830.0
ER,DK,2015Q2,935.0,910.0
ER,DK,2015Q3,635.0,605.0
ER,DK,2015Q4,555.0,535.0
ER,DK,2016Q1,230.0,220.0
ER,DK,2016Q2,195.0,175.0
ER,DK,2016Q3,85.0,80.0
ER,DK,2016Q4,50.0,50.0
ER,DK,2017Q1,50.0,50.0
ER,DK,2017Q2,60.0,55.0
ER,DK,2017Q3,60.0,55.0
ER,DK,2017Q4,110.0,100.0
ER,EE,2008Q1,0.0,0.0
ER,EE,2008Q2,0.0,0.0
ER,EE,2008Q3,0.0,0.0
ER,EE,2008Q4,0.0,0.0
ER,EE,2009Q1,0.0,0.0
ER,EE,2009Q2,0.0,0.0
ER,EE,2009Q3,0.0,0.0
ER,EE,2009Q4,0.0,0.0
ER,EE,2010Q1,0.0,0.0
ER,EE,2010Q2,0.0,0.0
ER,EE,2010Q3,0.0,0.0
ER,EE,2010Q4,0.0,0.0
ER,EE,2011Q1,0.0,0.0
ER,EE,2011Q2,0.0,0.0
ER,EE,2011Q3,0.0,0.0
ER,EE,2011Q4,0.0,0.0
ER,EE,2012Q1,0.0,0.0
ER,EE,2012Q2,0.0,0.0
ER,EE,2012Q3,0.0,0.0
ER,EE,2012Q4,0.0,0.0
ER,EE,2013Q1,0.0,0.0
ER,EE,2013Q2,0.0,0.0
ER,EE,2013Q3,0.0,0.0
ER,EE,2013Q4,0.0,0.0
ER,EE,2014Q1,0.0,0.0
ER,EE,2014Q2,0.0,0.0
ER,EE,2014Q3,0.0,0.0
ER,EE,2014Q4,0.0,0.0
ER,EE,2015Q1,0.0,0.0
ER,EE,2015Q2,0.0,0.0
ER,EE,2015Q3,0.0,0.0
ER,EE,2015Q4,0.0,0.0
ER,EE,2016Q1,0.0,0.0
ER,EE,2016Q2,0.0,0.0
ER,EE,2016Q3,0.0,0.0
ER,EE,2016Q4,0.0,0.0
ER,EE,2017Q1,0.0,0.0
ER,EE,2017Q2,0.0,0.0
ER,EE,2017Q3,0.0,0.0
ER,EE,2017Q4,5.0,5.0
ER,EL,2008Q1,0.0,0.0
ER,EL,2008Q2,15.0,0.0
ER,EL,2008Q3,5.0,0.0
ER,EL,2008Q4,25.0,0.0
ER,EL,2009Q1,5.0,0.0
ER,EL,2009Q2,5.0,0.0
ER,EL,2009Q3,10.0,0.0
ER,EL,2009Q4,5.0,0.0
ER,EL,2010Q1,0.0,0.0
ER,EL,2010Q2,5.0,0.0
ER,EL,2010Q3,0.0,0.0
ER,EL,2010Q4,0.0,0.0
ER,EL,2011Q1,5.0,0.0
ER,EL,2011Q2,0.0,0.0
ER,EL,2011Q3,5.0,0.0
ER,EL,2011Q4,5.0,0.0
ER,EL,2012Q1,15.0,0.0
ER,EL,2012Q2,15.0,0.0
ER,EL,2012Q3,5.0,0.0
ER,EL,2012Q4,25.0,0.0
ER,EL,2013Q1,20.0,5.0
ER,EL,2013Q2,10.0,0.0
ER,EL,2013Q3,25.0,0.0
ER,EL,2013Q4,50.0,35.0
ER,EL,2014Q1,60.0,30.0
ER,EL,2014Q2,140.0,50.0
ER,EL,2014Q3,35.0,20.0
ER,EL,2014Q4,45.0,30.0
ER,EL,2015Q1,45.0,35.0
ER,EL,2015Q2,15.0,15.0
ER,EL,2015Q3,15.0,10.0
ER,EL,2015Q4,20.0,15.0
ER,EL,2016Q1,25.0,20.0
ER,EL,2016Q2,15.0,10.0
ER,EL,2016Q3,20.0,15.0
ER,EL,2016Q4,15.0,10.0
ER,EL,2017Q1,80.0,75.0
ER,EL,2017Q2,110.0,100.0
ER,EL,2017Q3,65.0,65.0
ER,EL,2017Q4,35.0,35.0
ER,ES,2008Q1,5.0,0.0
ER,ES,2008Q2,10.0,0.0
ER,ES,2008Q3,5.0,0.0
ER,ES,2008Q4,15.0,0.0
ER,ES,2009Q1,15.0,0.0
ER,ES,2009Q2,10.0,0.0
ER,ES,2009Q3,10.0,0.0
ER,ES,2009Q4,5.0,0.0
ER,ES,2010Q1,0.0,0.0
ER,ES,2010Q2,5.0,0.0
ER,ES,2010Q3,5.0,0.0
ER,ES,2010Q4,0.0,0.0
ER,ES,2011Q1,5.0,0.0
ER,ES,2011Q2,0.0,0.0
ER,ES,2011Q3,5.0,0.0
ER,ES,2011Q4,5.0,0.0
ER,ES,2012Q1,0.0,0.0
ER,ES,2012Q2,0.0,0.0
ER,ES,2012Q3,10.0,10.0
ER,ES,2012Q4,5.0,5.0
ER,ES,2013Q1,0.0,0.0
ER,ES,2013Q2,5.0,0.0
ER,ES,2013Q3,5.0,0.0
ER,ES,2013Q4,10.0,5.0
ER,ES,2014Q1,0.0,0.0
ER,ES,2014Q2,5.0,5.0
ER,ES,2014Q3,0.0,0.0
ER,ES,2014Q4,0.0,0.0
ER,ES,2015Q1,5.0,0.0
ER,ES,2015Q2,0.0,0.0
ER,ES,2015Q3,0.0,0.0
ER,ES,2015Q4,0.0,0.0
ER,ES,2016Q1,15.0,15.0
ER,ES,2016Q2,5.0,5.0
ER,ES,2016Q3,20.0,20.0
ER,ES,2016Q4,5.0,5.0
ER,ES,2017Q1,20.0,20.0
ER,ES,2017Q2,40.0,40.0
ER,ES,2017Q3,10.0,10.0
ER,ES,2017Q4,,
ER,EU28,2008Q1,,
ER,EU28,2008Q2,,
ER,EU28,2008Q3,,
ER,EU28,2008Q4,,
ER,EU28,2009Q1,,
ER,EU28,2009Q2,,
ER,EU28,2009Q3,,
ER,EU28,2009Q4,,
ER,EU28,2010Q1,,
ER,EU28,2010Q2,,
ER,EU28,2010Q3,,
ER,EU28,2010Q4,,
ER,EU28,2011Q1,965.0,735.0
ER,EU28,2011Q2,1230.0,950.0
ER,EU28,2011Q3,1485.0,1155.0
ER,EU28,2011Q4,1410.0,865.0
ER,EU28,2012Q1,1020.0,700.0
ER,EU28,2012Q2,905.0,540.0
ER,EU28,2012Q3,1120.0,775.0
ER,EU28,2012Q4,1300.0,1015.0
ER,EU28,2013Q1,1780.0,1485.0
ER,EU28,2013Q2,1570.0,1330.0
ER,EU28,2013Q3,1785.0,1525.0
ER,EU28,2013Q4,2595.0,2270.0
ER,EU28,2014Q1,2545.0,2210.0
ER,EU28,2014Q2,2500.0,2020.0
ER,EU28,2014Q3,5020.0,4590.0
ER,EU28,2014Q4,5815.0,5350.0
ER,EU28,2015Q1,4880.0,4285.0
ER,EU28,2015Q2,5865.0,4795.0
ER,EU28,2015Q3,6760.0,5900.0
ER,EU28,2015Q4,12925.0,12075.0
ER,EU28,2016Q1,9570.0,8985.0
ER,EU28,2016Q2,8250.0,7670.0
ER,EU28,2016Q3,8300.0,7445.0
ER,EU28,2016Q4,10100.0,9400.0
ER,EU28,2017Q1,8135.0,7450.0
ER,EU28,2017Q2,8220.0,7675.0
ER,EU28,2017Q3,6070.0,5615.0
ER,EU28,2017Q4,,
ER,FI,2008Q1,0.0,0.0
ER,FI,2008Q2,0.0,0.0
ER,FI,2008Q3,0.0,0.0
ER,FI,2008Q4,0.0,0.0
ER,FI,2009Q1,0.0,0.0
ER,FI,2009Q2,0.0,0.0
ER,FI,2009Q3,0.0,0.0
ER,FI,2009Q4,0.0,0.0
ER,FI,2010Q1,5.0,0.0
ER,FI,2010Q2,0.0,0.0
ER,FI,2010Q3,5.0,0.0
ER,FI,2010Q4,0.0,0.0
ER,FI,2011Q1,0.0,0.0
ER,FI,2011Q2,5.0,0.0
ER,FI,2011Q3,0.0,0.0
ER,FI,2011Q4,5.0,0.0
ER,FI,2012Q1,0.0,0.0
ER,FI,2012Q2,0.0,0.0
ER,FI,2012Q3,0.0,0.0
ER,FI,2012Q4,5.0,5.0
ER,FI,2013Q1,0.0,0.0
ER,FI,2013Q2,5.0,5.0
ER,FI,2013Q3,0.0,0.0
ER,FI,2013Q4,0.0,0.0
ER,FI,2014Q1,0.0,0.0
ER,FI,2014Q2,0.0,0.0
ER,FI,2014Q3,0.0,0.0
ER,FI,2014Q4,0.0,0.0
ER,FI,2015Q1,0.0,0.0
ER,FI,2015Q2,0.0,0.0
ER,FI,2015Q3,5.0,5.0
ER,FI,2015Q4,0.0,0.0
ER,FI,2016Q1,40.0,40.0
ER,FI,2016Q2,65.0,65.0
ER,FI,2016Q3,80.0,80.0
ER,FI,2016Q4,120.0,120.0
ER,FI,2017Q1,40.0,40.0
ER,FI,2017Q2,150.0,150.0
ER,FI,2017Q3,20.0,20.0
ER,FI,2017Q4,10.0,10.0
ER,FR,2008Q1,30.0,20.0
ER,FR,2008Q2,15.0,5.0
ER,FR,2008Q3,15.0,10.0
ER,FR,2008Q4,20.0,20.0
ER,FR,2009Q1,40.0,30.0
ER,FR,2009Q2,40.0,25.0
ER,FR,2009Q3,50.0,35.0
