citizen,country,time,TOTAL,TOTAL_POS
NG,CZ,2010Q4,10.0,0.0
NG,CZ,2011Q1,10.0,0.0
NG,CZ,2011Q2,10.0,0.0
NG,CZ,2011Q3,5.0,0.0
NG,CZ,2011Q4,5.0,0.0
NG,CZ,2012Q1,10.0,0.0
NG,CZ,2012Q2,5.0,0.0
NG,CZ,2012Q3,5.0,0.0
NG,CZ,2012Q4,5.0,0.0
NG,CZ,2013Q1,5.0,0.0
NG,CZ,2013Q2,5.0,0.0
NG,CZ,2013Q3,0.0,0.0
NG,CZ,2013Q4,0.0,0.0
NG,CZ,2014Q1,15.0,0.0
NG,CZ,2014Q2,10.0,0.0
NG,CZ,2014Q3,5.0,0.0
NG,CZ,2014Q4,5.0,0.0
NG,CZ,2015Q1,10.0,0.0
NG,CZ,2015Q2,5.0,0.0
NG,CZ,2015Q3,5.0,0.0
NG,CZ,2015Q4,10.0,0.0
NG,CZ,2016Q1,5.0,0.0
NG,CZ,2016Q2,10.0,0.0
NG,CZ,2016Q3,5.0,0.0
NG,CZ,2016Q4,5.0,0.0
NG,CZ,2017Q1,10.0,0.0
NG,CZ,2017Q2,10.0,0.0
NG,CZ,2017Q3,5.0,0.0
NG,CZ,2017Q4,,
NG,DE,2008Q1,85.0,0.0
NG,DE,2008Q2,70.0,5.0
NG,DE,2008Q3,100.0,5.0
NG,DE,2008Q4,65.0,0.0
NG,DE,2009Q1,120.0,5.0
NG,DE,2009Q2,75.0,5.0
NG,DE,2009Q3,120.0,5.0
NG,DE,2009Q4,155.0,5.0
NG,DE,2010Q1,165.0,5.0
NG,DE,2010Q2,280.0,10.0
NG,DE,2010Q3,345.0,15.0
NG,DE,2010Q4,280.0,30.0
NG,DE,2011Q1,235.0,25.0
NG,DE,2011Q2,205.0,25.0
NG,DE,2011Q3,150.0,20.0
NG,DE,2011Q4,110.0,5.0
NG,DE,2012Q1,185.0,15.0
NG,DE,2012Q2,110.0,10.0
NG,DE,2012Q3,135.0,15.0
NG,DE,2012Q4,55.0,5.0
NG,DE,2013Q1,105.0,20.0
NG,DE,2013Q2,145.0,15.0
NG,DE,2013Q3,180.0,25.0
NG,DE,2013Q4,190.0,20.0
NG,DE,2014Q1,90.0,10.0
NG,DE,2014Q2,85.0,20.0
NG,DE,2014Q3,85.0,30.0
NG,DE,2014Q4,105.0,40.0
NG,DE,2015Q1,60.0,25.0
NG,DE,2015Q2,65.0,15.0
NG,DE,2015Q3,60.0,20.0
NG,DE,2015Q4,110.0,20.0
NG,DE,2016Q1,230.0,40.0
NG,DE,2016Q2,150.0,40.0
NG,DE,2016Q3,635.0,70.0
NG,DE,2016Q4,1290.0,230.0
NG,DE,2017Q1,3570.0,675.0
NG,DE,2017Q2,7930.0,1620.0
NG,DE,2017Q3,3320.0,850.0
NG,DE,2017Q4,2465.0,495.0
NG,DK,2008Q1,0.0,0.0
NG,DK,2008Q2,5.0,0.0
NG,DK,2008Q3,5.0,0.0
NG,DK,2008Q4,5.0,0.0
NG,DK,2009Q1,0.0,0.0
NG,DK,2009Q2,0.0,0.0
NG,DK,2009Q3,5.0,0.0
NG,DK,2009Q4,10.0,0.0
NG,DK,2010Q1,5.0,0.0
NG,DK,2010Q2,10.0,0.0
NG,DK,2010Q3,5.0,0.0
NG,DK,2010Q4,0.0,0.0
NG,DK,2011Q1,5.0,0.0
NG,DK,2011Q2,5.0,0.0
NG,DK,2011Q3,5.0,0.0
NG,DK,2011Q4,10.0,0.0
NG,DK,2012Q1,10.0,0.0
NG,DK,2012Q2,15.0,0.0
NG,DK,2012Q3,20.0,0.0
NG,DK,2012Q4,30.0,0.0
NG,DK,2013Q1,20.0,0.0
NG,DK,2013Q2,10.0,0.0
NG,DK,2013Q3,35.0,0.0
NG,DK,2013Q4,40.0,0.0
NG,DK,2014Q1,10.0,0.0
NG,DK,2014Q2,15.0,0.0
NG,DK,2014Q3,5.0,0.0
NG,DK,2014Q4,5.0,0.0
NG,DK,2015Q1,5.0,0.0
NG,DK,2015Q2,5.0,0.0
NG,DK,2015Q3,10.0,0.0
NG,DK,2015Q4,10.0,0.0
NG,DK,2016Q1,10.0,0.0
NG,DK,2016Q2,5.0,0.0
NG,DK,2016Q3,15.0,0.0
NG,DK,2016Q4,5.0,0.0
NG,DK,2017Q1,10.0,0.0
NG,DK,2017Q2,5.0,0.0
NG,DK,2017Q3,15.0,0.0
NG,DK,2017Q4,10.0,0.0
NG,EE,2008Q1,0.0,0.0
NG,EE,2008Q2,0.0,0.0
NG,EE,2008Q3,0.0,0.0
NG,EE,2008Q4,0.0,0.0
NG,EE,2009Q1,0.0,0.0
NG,EE,2009Q2,0.0,0.0
NG,EE,2009Q3,0.0,0.0
NG,EE,2009Q4,0.0,0.0
NG,EE,2010Q1,0.0,0.0
NG,EE,2010Q2,0.0,0.0
NG,EE,2010Q3,0.0,0.0
NG,EE,2010Q4,0.0,0.0
NG,EE,2011Q1,0.0,0.0
NG,EE,2011Q2,0.0,0.0
NG,EE,2011Q3,0.0,0.0
NG,EE,2011Q4,0.0,0.0
NG,EE,2012Q1,0.0,0.0
NG,EE,2012Q2,0.0,0.0
NG,EE,2012Q3,0.0,0.0
NG,EE,2012Q4,0.0,0.0
NG,EE,2013Q1,0.0,0.0
NG,EE,2013Q2,0.0,0.0
NG,EE,2013Q3,0.0,0.0
NG,EE,2013Q4,0.0,0.0
NG,EE,2014Q1,0.0,0.0
NG,EE,2014Q2,0.0,0.0
NG,EE,2014Q3,0.0,0.0
NG,EE,2014Q4,0.0,0.0
NG,EE,2015Q1,0.0,0.0
NG,EE,2015Q2,0.0,0.0
NG,EE,2015Q3,0.0,0.0
NG,EE,2015Q4,0.0,0.0
NG,EE,2016Q1,0.0,0.0
NG,EE,2016Q2,0.0,0.0
NG,EE,2016Q3,0.0,0.0
NG,EE,2016Q4,0.0,0.0
NG,EE,2017Q1,0.0,0.0
NG,EE,2017Q2,0.0,0.0
NG,EE,2017Q3,0.0,0.0
NG,EE,2017Q4,0.0,0.0
NG,EL,2008Q1,25.0,0.0
NG,EL,2008Q2,265.0,0.0
NG,EL,2008Q3,260.0,0.0
NG,EL,2008Q4,305.0,0.0
NG,EL,2009Q1,245.0,0.0
NG,EL,2009Q2,315.0,5.0
NG,EL,2009Q3,120.0,5.0
NG,EL,2009Q4,35.0,0.0
NG,EL,2010Q1,40.0,5.0
NG,EL,2010Q2,50.0,5.0
NG,EL,2010Q3,20.0,0.0
NG,EL,2010Q4,40.0,0.0
NG,EL,2011Q1,55.0,0.0
NG,EL,2011Q2,50.0,0.0
NG,EL,2011Q3,135.0,0.0
NG,EL,2011Q4,90.0,0.0
NG,EL,2012Q1,155.0,0.0
NG,EL,2012Q2,170.0,0.0
NG,EL,2012Q3,90.0,0.0
NG,EL,2012Q4,105.0,0.0
NG,EL,2013Q1,85.0,0.0
NG,EL,2013Q2,90.0,0.0
NG,EL,2013Q3,135.0,0.0
NG,EL,2013Q4,95.0,15.0
NG,EL,2014Q1,105.0,5.0
NG,EL,2014Q2,175.0,10.0
NG,EL,2014Q3,110.0,5.0
NG,EL,2014Q4,75.0,5.0
NG,EL,2015Q1,90.0,5.0
NG,EL,2015Q2,75.0,5.0
NG,EL,2015Q3,110.0,15.0
NG,EL,2015Q4,70.0,5.0
NG,EL,2016Q1,70.0,0.0
NG,EL,2016Q2,50.0,5.0
NG,EL,2016Q3,85.0,5.0
NG,EL,2016Q4,55.0,5.0
NG,EL,2017Q1,30.0,5.0
NG,EL,2017Q2,45.0,5.0
NG,EL,2017Q3,55.0,10.0
NG,EL,2017Q4,40.0,10.0
NG,ES,2008Q1,155.0,0.0
NG,ES,2008Q2,165.0,0.0
NG,ES,2008Q3,205.0,5.0
NG,ES,2008Q4,260.0,0.0
NG,ES,2009Q1,205.0,0.0
NG,ES,2009Q2,130.0,0.0
NG,ES,2009Q3,135.0,0.0
NG,ES,2009Q4,135.0,0.0
NG,ES,2010Q1,30.0,0.0
NG,ES,2010Q2,80.0,0.0
NG,ES,2010Q3,70.0,0.0
NG,ES,2010Q4,40.0,0.0
NG,ES,2011Q1,50.0,0.0
NG,ES,2011Q2,55.0,0.0
NG,ES,2011Q3,70.0,0.0
NG,ES,2011Q4,70.0,0.0
NG,ES,2012Q1,65.0,0.0
NG,ES,2012Q2,90.0,0.0
NG,ES,2012Q3,70.0,0.0
NG,ES,2012Q4,75.0,0.0
NG,ES,2013Q1,70.0,0.0
NG,ES,2013Q2,45.0,0.0
NG,ES,2013Q3,50.0,5.0
NG,ES,2013Q4,60.0,0.0
NG,ES,2014Q1,65.0,0.0
NG,ES,2014Q2,65.0,0.0
NG,ES,2014Q3,30.0,0.0
NG,ES,2014Q4,40.0,0.0
NG,ES,2015Q1,40.0,0.0
NG,ES,2015Q2,25.0,0.0
NG,ES,2015Q3,15.0,0.0
NG,ES,2015Q4,20.0,0.0
NG,ES,2016Q1,20.0,5.0
NG,ES,2016Q2,15.0,0.0
NG,ES,2016Q3,5.0,0.0
NG,ES,2016Q4,30.0,20.0
NG,ES,2017Q1,20.0,10.0
NG,ES,2017Q2,15.0,0.0
NG,ES,2017Q3,15.0,0.0
NG,ES,2017Q4,,
NG,EU28,2008Q1,,
NG,EU28,2008Q2,,
NG,EU28,2008Q3,,
NG,EU28,2008Q4,,
NG,EU28,2009Q1,,
NG,EU28,2009Q2,,
NG,EU28,2009Q3,,
NG,EU28,2009Q4,,
NG,EU28,2010Q1,,
NG,EU28,2010Q2,,
NG,EU28,2010Q3,,
NG,EU28,2010Q4,,
NG,EU28,2011Q1,1600.0,150.0
NG,EU28,2011Q2,1680.0,155.0
NG,EU28,2011Q3,2405.0,180.0
NG,EU28,2011Q4,2550.0,355.0
NG,EU28,2012Q1,1830.0,445.0
NG,EU28,2012Q2,1805.0,540.0
NG,EU28,2012Q3,1600.0,410.0
NG,EU28,2012Q4,5700.0,4045.0
NG,EU28,2013Q1,2130.0,685.0
NG,EU28,2013Q2,1965.0,310.0
NG,EU28,2013Q3,2060.0,365.0
NG,EU28,2013Q4,2065.0,385.0
NG,EU28,2014Q1,2125.0,665.0
NG,EU28,2014Q2,2220.0,585.0
NG,EU28,2014Q3,2645.0,795.0
NG,EU28,2014Q4,2860.0,810.0
NG,EU28,2015Q1,3105.0,850.0
NG,EU28,2015Q2,3500.0,990.0
NG,EU28,2015Q3,4945.0,1150.0
NG,EU28,2015Q4,6575.0,1440.0
NG,EU28,2016Q1,6035.0,1230.0
NG,EU28,2016Q2,6700.0,1415.0
NG,EU28,2016Q3,5885.0,1215.0
NG,EU28,2016Q4,7570.0,1820.0
NG,EU28,2017Q1,8800.0,1900.0
NG,EU28,2017Q2,13400.0,2880.0
NG,EU28,2017Q3,9180.0,2100.0
NG,EU28,2017Q4,,
NG,FI,2008Q1,10.0,0.0
NG,FI,2008Q2,15.0,5.0
NG,FI,2008Q3,10.0,0.0
NG,FI,2008Q4,5.0,0.0
NG,FI,2009Q1,10.0,0.0
NG,FI,2009Q2,10.0,0.0
NG,FI,2009Q3,10.0,0.0
NG,FI,2009Q4,30.0,0.0
NG,FI,2010Q1,25.0,0.0
NG,FI,2010Q2,30.0,0.0
NG,FI,2010Q3,40.0,10.0
NG,FI,2010Q4,5.0,0.0
NG,FI,2011Q1,25.0,0.0
NG,FI,2011Q2,20.0,5.0
NG,FI,2011Q3,20.0,0.0
NG,FI,2011Q4,20.0,5.0
NG,FI,2012Q1,15.0,5.0
NG,FI,2012Q2,15.0,10.0
NG,FI,2012Q3,15.0,5.0
NG,FI,2012Q4,20.0,5.0
NG,FI,2013Q1,30.0,5.0
NG,FI,2013Q2,20.0,5.0
NG,FI,2013Q3,45.0,5.0
NG,FI,2013Q4,25.0,5.0
NG,FI,2014Q1,30.0,5.0
NG,FI,2014Q2,30.0,5.0
NG,FI,2014Q3,20.0,0.0
NG,FI,2014Q4,40.0,25.0
NG,FI,2015Q1,15.0,10.0
NG,FI,2015Q2,25.0,5.0
NG,FI,2015Q3,20.0,10.0
NG,FI,2015Q4,10.0,0.0
NG,FI,2016Q1,15.0,5.0
NG,FI,2016Q2,50.0,10.0
NG,FI,2016Q3,35.0,15.0
NG,FI,2016Q4,30.0,15.0
NG,FI,2017Q1,20.0,10.0
NG,FI,2017Q2,15.0,0.0
NG,FI,2017Q3,10.0,5.0
NG,FI,2017Q4,15.0,10.0
NG,FR,2008Q1,125.0,5.0
NG,FR,2008Q2,100.0,5.0
NG,FR,2008Q3,80.0,0.0
NG,FR,2008Q4,95.0,5.0
NG,FR,2009Q1,125.0,5.0
NG,FR,2009Q2,180.0,5.0
NG,FR,2009Q3,195.0,5.0
NG,FR,2009Q4,220.0,10.0
NG,FR,2010Q1,185.0,10.0
NG,FR,2010Q2,95.0,5.0
NG,FR,2010Q3,140.0,5.0
NG,FR,2010Q4,150.0,10.0
NG,FR,2011Q1,180.0,5.0
NG,FR,2011Q2,165.0,10.0
NG,FR,2011Q3,150.0,5.0
NG,FR,2011Q4,190.0,10.0
NG,FR,2012Q1,220.0,15.0
NG,FR,2012Q2,210.0,40.0
NG,FR,2012Q3,250.0,15.0
NG,FR,2012Q4,325.0,20.0
NG,FR,2013Q1,210.0,10.0
NG,FR,2013Q2,285.0,20.0
NG,FR,2013Q3,240.0,15.0
NG,FR,2013Q4,235.0,35.0
NG,FR,2014Q1,260.0,10.0
NG,FR,2014Q2,275.0,30.0
NG,FR,2014Q3,265.0,25.0
NG,FR,2014Q4,290.0,35.0
NG,FR,2015Q1,365.0,20.0
NG,FR,2015Q2,380.0,35.0
NG,FR,2015Q3,475.0,30.0
NG,FR,2015Q4,650.0,55.0
NG,FR,2016Q1,465.0,50.0
NG,FR,2016Q2,590.0,90.0
NG,FR,2016Q3,515.0,45.0
NG,FR,2016Q4,575.0,85.0
NG,FR,2017Q1,500.0,75.0
NG,FR,2017Q2,490.0,85.0
NG,FR,2017Q3,735.0,105.0
NG,FR,2017Q4,,
NG,HR,2008Q1,,
NG,HR,2008Q2,,
NG,HR,2008Q3,,
NG,HR,2008Q4,,
NG,HR,2009Q1,,
NG,HR,2009Q2,,
NG,HR,2009Q3,,
NG,HR,2009Q4,,
NG,HR,2010Q1,,
NG,HR,2010Q2,,
NG,HR,2010Q3,,
NG,HR,2010Q4,,
NG,HR,2011Q1,,
NG,HR,2011Q2,,
NG,HR,2011Q3,,
NG,HR,2011Q4,,
NG,HR,2012Q1,0.0,0.0
NG,HR,2012Q2,0.0,0.0
NG,HR,2012Q3,0.0,0.0
NG,HR,2012Q4,0.0,0.0
NG,HR,2013Q1,0.0,0.0
NG,HR,2013Q2,0.0,0.0
NG,HR,2013Q3,0.0,0.0
NG,HR,2013Q4,0.0,0.0
NG,HR,2014Q1,0.0,0.0
NG,HR,2014Q2,5.0,0.0
NG,HR,2014Q3,5.0,0.0
NG,HR,2014Q4,5.0,0.0
NG,HR,2015Q1,5.0,0.0
NG,HR,2015Q2,5.0,0.0
NG,HR,2015Q3,10.0,5.0
NG,HR,2015Q4,5.0,0.0
NG,HR,2016Q1,0.0,0.0
NG,HR,2016Q2,0.0,0.0
NG,HR,2016Q3,0.0,0.0
NG,HR,2016Q4,0.0,0.0
NG,HR,2017Q1,5.0,0.0
NG,HR,2017Q2,0.0,0.0
NG,HR,2017Q3,0.0,0.0
NG,HR,2017Q4,0.0,0.0
NG,HU,2008Q1,5.0,0.0
NG,HU,2008Q2,10.0,0.0
NG,HU,2008Q3,10.0,5.0
NG,HU,2008Q4,5.0,0.0
NG,HU,2009Q1,5.0,0.0
NG,HU,2009Q2,10.0,0.0
NG,HU,2009Q3,5.0,0.0
NG,HU,2009Q4,15.0,0.0
NG,HU,2010Q1,15.0,0.0
NG,HU,2010Q2,5.0,0.0
NG,HU,2010Q3,5.0,0.0
NG,HU,2010Q4,5.0,0.0
NG,HU,2011Q1,5.0,0.0
NG,HU,2011Q2,0.0,0.0
NG,HU,2011Q3,0.0,0.0
NG,HU,2011Q4,5.0,0.0
NG,HU,2012Q1,5.0,0.0
NG,HU,2012Q2,5.0,0.0
NG,HU,2012Q3,0.0,0.0
NG,HU,2012Q4,5.0,0.0
NG,HU,2013Q1,5.0,0.0
NG,HU,2013Q2,10.0,0.0
NG,HU,2013Q3,15.0,0.0
NG,HU,2013Q4,90.0,0.0
NG,HU,2014Q1,60.0,5.0
NG,HU,2014Q2,15.0,0.0
NG,HU,2014Q3,15.0,0.0
NG,HU,2014Q4,25.0,0.0
NG,HU,2015Q1,25.0,0.0
NG,HU,2015Q2,25.0,0.0
NG,HU,2015Q3,25.0,0.0
NG,HU,2015Q4,60.0,5.0
NG,HU,2016Q1,35.0,5.0
NG,HU,2016Q2,15.0,0.0
NG,HU,2016Q3,10.0,0.0
NG,HU,2016Q4,15.0,5.0
NG,HU,2017Q1,10.0,0.0
NG,HU,2017Q2,5.0,0.0
NG,HU,2017Q3,0.0,0.0
NG,HU,2017Q4,0.0,0.0
NG,IE,2008Q1,260.0,0.0
NG,IE,2008Q2,220.0,0.0
NG,IE,2008Q3,255.0,0.0
NG,IE,2008Q4,295.0,0.0
NG,IE,2009Q1,205.0,0.0
NG,IE,2009Q2,155.0,0.0
NG,IE,2009Q3,130.0,0.0
NG,IE,2009Q4,105.0,0.0
NG,IE,2010Q1,100.0,0.0
NG,IE,2010Q2,105.0,0.0
NG,IE,2010Q3,70.0,0.0
NG,IE,2010Q4,70.0,0.0
NG,IE,2011Q1,80.0,0.0
NG,IE,2011Q2,60.0,0.0
NG,IE,2011Q3,65.0,0.0
NG,IE,2011Q4,45.0,0.0
NG,IE,2012Q1,35.0,0.0
NG,IE,2012Q2,40.0,0.0
NG,IE,2012Q3,40.0,0.0
NG,IE,2012Q4,30.0,0.0
NG,IE,2013Q1,40.0,0.0
NG,IE,2013Q2,45.0,0.0
NG,IE,2013Q3,15.0,0.0
NG,IE,2013Q4,25.0,0.0
NG,IE,2014Q1,25.0,0.0
NG,IE,2014Q2,15.0,5.0
NG,IE,2014Q3,25.0,5.0
NG,IE,2014Q4,30.0,0.0
NG,IE,2015Q1,30.0,0.0
NG,IE,2015Q2,10.0,0.0
NG,IE,2015Q3,30.0,0.0
NG,IE,2015Q4,15.0,0.0
NG,IE,2016Q1,30.0,0.0
NG,IE,2016Q2,30.0,0.0
NG,IE,2016Q3,65.0,0.0
NG,IE,2016Q4,45.0,0.0
NG,IE,2017Q1,15.0,0.0
NG,IE,2017Q2,0.0,0.0
NG,IE,2017Q3,0.0,0.0
NG,IE,2017Q4,,
NG,IS,2008Q1,0.0,0.0
NG,IS,2008Q2,0.0,0.0
NG,IS,2008Q3,0.0,0.0
NG,IS,2008Q4,0.0,0.0
NG,IS,2009Q1,0.0,0.0
NG,IS,2009Q2,0.0,0.0
NG,IS,2009Q3,0.0,0.0
NG,IS,2009Q4,0.0,0.0
NG,IS,2010Q1,0.0,0.0
NG,IS,2010Q2,0.0,0.0
NG,IS,2010Q3,0.0,0.0
NG,IS,2010Q4,0.0,0.0
NG,IS,2011Q1,0.0,0.0
NG,IS,2011Q2,0.0,0.0
NG,IS,2011Q3,0.0,0.0
NG,IS,2011Q4,0.0,0.0
NG,IS,2012Q1,0.0,0.0
NG,IS,2012Q2,0.0,0.0
NG,IS,2012Q3,5.0,0.0
NG,IS,2012Q4,5.0,0.0
NG,IS,2013Q1,5.0,0.0
NG,IS,2013Q2,0.0,0.0
NG,IS,2013Q3,0.0,0.0
NG,IS,2013Q4,5.0,0.0
NG,IS,2014Q1,0.0,0.0
NG,IS,2014Q2,0.0,0.0
NG,IS,2014Q3,0.0,0.0
NG,IS,2014Q4,0.0,0.0
NG,IS,2015Q1,5.0,0.0
NG,IS,2015Q2,0.0,0.0
NG,IS,2015Q3,0.0,0.0
NG,IS,2015Q4,0.0,0.0
NG,IS,2016Q1,0.0,0.0
NG,IS,2016Q2,0.0,0.0
NG,IS,2016Q3,0.0,0.0
NG,IS,2016Q4,5.0,5.0
NG,IS,2017Q1,0.0,0.0
NG,IS,2017Q2,5.0,0.0
NG,IS,2017Q3,5.0,0.0
NG,IS,2017Q4,,
NG,IT,2008Q1,420.0,40.0
NG,IT,2008Q2,725.0,55.0
NG,IT,2008Q3,715.0,95.0
NG,IT,2008Q4,1195.0,130.0
NG,IT,2009Q1,2010.0,250.0
NG,IT,2009Q2,1930.0,195.0
NG,IT,2009Q3,1005.0,120.0
NG,IT,2009Q4,615.0,75.0
NG,IT,2010Q1,600.0,55.0
NG,IT,2010Q2,495.0,65.0
NG,IT,2010Q3,350.0,50.0
NG,IT,2010Q4,385.0,35.0
NG,IT,2011Q1,325.0,55.0
NG,IT,2011Q2,525.0,60.0
NG,IT,2011Q3,1180.0,100.0
NG,IT,2011Q4,1420.0,280.0
NG,IT,2012Q1,610.0,365.0
NG,IT,2012Q2,560.0,400.0
NG,IT,2012Q3,420.0,285.0
NG,IT,2012Q4,4475.0,3960.0
NG,IT,2013Q1,975.0,585.0
NG,IT,2013Q2,640.0,200.0
NG,IT,2013Q3,625.0,225.0
NG,IT,2013Q4,790.0,235.0
NG,IT,2014Q1,1155.0,565.0
NG,IT,2014Q2,1065.0,415.0
NG,IT,2014Q3,1365.0,600.0
NG,IT,2014Q4,1575.0,565.0
NG,IT,2015Q1,1660.0,675.0
NG,IT,2015Q2,2335.0,840.0
NG,IT,2015Q3,3625.0,965.0
NG,IT,2015Q4,4975.0,1255.0
NG,IT,2016Q1,4590.0,1040.0
NG,IT,2016Q2,5170.0,1175.0
NG,IT,2016Q3,3850.0,1005.0
NG,IT,2016Q4,4775.0,1375.0
NG,IT,2017Q1,3990.0,1060.0
NG,IT,2017Q2,4065.0,1075.0
NG,IT,2017Q3,4065.0,1055.0
NG,IT,2017Q4,4665.0,1150.0
NG,LI,2008Q1,0.0,0.0
NG,LI,2008Q2,0.0,0.0
NG,LI,2008Q3,0.0,0.0
NG,LI,2008Q4,0.0,0.0
NG,LI,2009Q1,0.0,0.0
NG,LI,2009Q2,0.0,0.0
NG,LI,2009Q3,0.0,0.0
NG,LI,2009Q4,0.0,0.0
NG,LI,2010Q1,0.0,0.0
NG,LI,2010Q2,0.0,0.0
NG,LI,2010Q3,0.0,0.0
NG,LI,2010Q4,0.0,0.0
NG,LI,2011Q1,0.0,0.0
NG,LI,2011Q2,0.0,0.0
NG,LI,2011Q3,0.0,0.0
NG,LI,2011Q4,0.0,0.0
NG,LI,2012Q1,0.0,0.0
NG,LI,2012Q2,0.0,0.0
NG,LI,2012Q3,0.0,0.0
NG,LI,2012Q4,0.0,0.0
NG,LI,2013Q1,0.0,0.0
NG,LI,2013Q2,0.0,0.0
NG,LI,2013Q3,0.0,0.0
NG,LI,2013Q4,0.0,0.0
NG,LI,2014Q1,0.0,0.0
NG,LI,2014Q2,0.0,0.0
NG,LI,2014Q3,0.0,0.0
NG,LI,2014Q4,0.0,0.0
NG,LI,2015Q1,0.0,0.0
NG,LI,2015Q2,0.0,0.0
NG,LI,2015Q3,0.0,0.0
NG,LI,2015Q4,0.0,0.0
NG,LI,2016Q1,0.0,0.0
NG,LI,2016Q2,0.0,0.0
NG,LI,2016Q3,0.0,0.0
NG,LI,2016Q4,0.0,0.0
NG,LI,2017Q1,0.0,0.0
NG,LI,2017Q2,0.0,0.0
NG,LI,2017Q3,0.0,0.0
NG,LI,2017Q4,0.0,0.0
NG,LT,2008Q1,0.0,0.0
NG,LT,2008Q2,0.0,0.0
NG,LT,2008Q3,0.0,0.0
NG,LT,2008Q4,0.0,0.0
NG,LT,2009Q1,0.0,0.0
NG,LT,2009Q2,0.0,0.0
NG,LT,2009Q3,0.0,0.0
NG,LT,2009Q4,0.0,0.0
NG,LT,2010Q1,0.0,0.0
NG,LT,2010Q2,0.0,0.0
NG,LT,2010Q3,0.0,0.0
NG,LT,2010Q4,0.0,0.0
NG,LT,2011Q1,0.0,0.0
NG,LT,2011Q2,0.0,0.0
NG,LT,2011Q3,0.0,0.0
NG,LT,2011Q4,0.0,0.0
NG,LT,2012Q1,0.0,0.0
NG,LT,2012Q2,0.0,0.0
NG,LT,2012Q3,0.0,0.0
NG,LT,2012Q4,0.0,0.0
NG,LT,2013Q1,0.0,0.0
NG,LT,2013Q2,0.0,0.0
NG,LT,2013Q3,0.0,0.0
NG,LT,2013Q4,0.0,0.0
NG,LT,2014Q1,0.0,0.0
NG,LT,2014Q2,0.0,0.0
NG,LT,2014Q3,0.0,0.0
NG,LT,2014Q4,0.0,0.0
NG,LT,2015Q1,0.0,0.0
NG,LT,2015Q2,0.0,0.0
NG,LT,2015Q3,0.0,0.0
NG,LT,2015Q4,0.0,0.0
NG,LT,2016Q1,0.0,0.0
NG,LT,2016Q2,0.0,0.0
NG,LT,2016Q3,0.0,0.0
NG,LT,2016Q4,0.0,0.0
NG,LT,2017Q1,0.0,0.0
NG,LT,2017Q2,0.0,0.0
NG,LT,2017Q3,0.0,0.0
NG,LT,2017Q4,,
NG,LU,2008Q1,0.0,0.0
NG,LU,2008Q2,10.0,5.0
NG,LU,2008Q3,15.0,10.0
NG,LU,2008Q4,0.0,0.0
NG,LU,2009Q1,0.0,0.0
NG,LU,2009Q2,5.0,0.0
NG,LU,2009Q3,0.0,0.0
NG,LU,2009Q4,5.0,0.0
NG,LU,2010Q1,0.0,0.0
NG,LU,2010Q2,0.0,0.0
NG,LU,2010Q3,0.0,0.0
NG,LU,2010Q4,0.0,0.0
NG,LU,2011Q1,0.0,0.0
NG,LU,2011Q2,0.0,0.0
NG,LU,2011Q3,0.0,0.0
NG,LU,2011Q4,0.0,0.0
NG,LU,2012Q1,0.0,0.0
NG,LU,2012Q2,0.0,0.0
NG,LU,2012Q3,0.0,0.0
NG,LU,2012Q4,0.0,0.0
NG,LU,2013Q1,15.0,0.0
NG,LU,2013Q2,0.0,0.0
NG,LU,2013Q3,10.0,0.0
NG,LU,2013Q4,5.0,0.0
NG,LU,2014Q1,10.0,0.0
NG,LU,2014Q2,0.0,0.0
NG,LU,2014Q3,5.0,0.0
NG,LU,2014Q4,5.0,0.0
NG,LU,2015Q1,10.0,0.0
NG,LU,2015Q2,5.0,0.0
NG,LU,2015Q3,5.0,0.0
NG,LU,2015Q4,0.0,0.0
NG,LU,2016Q1,5.0,0.0
NG,LU,2016Q2,0.0,0.0
NG,LU,2016Q3,5.0,0.0
NG,LU,2016Q4,5.0,0.0
NG,LU,2017Q1,5.0,0.0
NG,LU,2017Q2,5.0,0.0
NG,LU,2017Q3,0.0,0.0
NG,LU,2017Q4,,
NG,LV,2008Q1,0.0,0.0
NG,LV,2008Q2,0.0,0.0
NG,LV,2008Q3,0.0,0.0
NG,LV,2008Q4,0.0,0.0
NG,LV,2009Q1,0.0,0.0
NG,LV,2009Q2,0.0,0.0
NG,LV,2009Q3,0.0,0.0
NG,LV,2009Q4,0.0,0.0
NG,LV,2010Q1,0.0,0.0
NG,LV,2010Q2,0.0,0.0
NG,LV,2010Q3,0.0,0.0
NG,LV,2010Q4,0.0,0.0
NG,LV,2011Q1,0.0,0.0
NG,LV,2011Q2,0.0,0.0
NG,LV,2011Q3,0.0,0.0
NG,LV,2011Q4,0.0,0.0
NG,LV,2012Q1,0.0,0.0
NG,LV,2012Q2,0.0,0.0
NG,LV,2012Q3,0.0,0.0
NG,LV,2012Q4,0.0,0.0
NG,LV,2013Q1,0.0,0.0
NG,LV,2013Q2,0.0,0.0
NG,LV,2013Q3,0.0,0.0
NG,LV,2013Q4,0.0,0.0
NG,LV,2014Q1,0.0,0.0
NG,LV,2014Q2,0.0,0.0
NG,LV,2014Q3,0.0,0.0
NG,LV,2014Q4,0.0,0.0
NG,LV,2015Q1,0.0,0.0
NG,LV,2015Q2,0.0,0.0
NG,LV,2015Q3,0.0,0.0
NG,LV,2015Q4,0.0,0.0
NG,LV,2016Q1,0.0,0.0
